lang,tid,sportid,brandid,translatedtext,objecttype,basetid,original,version
de,daznbetde_CN_BG-4964,FBL,daznbetde,Tunesien Cup ,competition,CN_BG-4964,Tunisia Cup - Tunisia,5
de,daznbetde_CN_BG-5010,FBL,daznbetde,China FA Cup ,competition,CN_BG-5010,China FA Cup - China,5
de,daznbetde_CN_BG-5049,FBL,daznbetde,Vietnam Second Division ,competition,CN_BG-5049,Vietnam Second Division - Vietnam,5
de,daznbetde_CN_BG-5067,FBL,daznbetde,Serbien SuperLiga Relegation ,competition,CN_BG-5067,Serbia SuperLiga Promotion/Relegation - Serbia,5
de,daznbetde_CN_BG-5114,FBL,daznbetde,Tschechische Republik Premier League Relegation ,competition,CN_BG-5114,Czech Republic Premier League Promotion/Relegation - Czech Republic,5
de,daznbetde_CN_BG-5116,FBL,daznbetde,Bundesliga Relegation  ,competition,CN_BG-5116,Germany Bundesliga Promotion/Relegation Playoff - Germany,5
de,daznbetde_CN_BG-5117,FBL,daznbetde,Schottland Premiership Relegation ,competition,CN_BG-5117,Scotland Premiership Promotion/Relegation - Scotland,5
de,daznbetde_CN_BG-5145,FBL,daznbetde,2.Bundesliga Relegation  ,competition,CN_BG-5145,Germany 2.Bundesliga Promotion/Relegation Playoff - Germany,5
de,daznbetde_CN_BG-5149,FBL,daznbetde,Neuseeland Kate Sheppard Cup Frauen ,competition,CN_BG-5149,New Zealand Kate Sheppard Cup Women - New Zealand,5
de,daznbetde_CN_BG-5154,FBL,daznbetde,Deutschland Baden Pokal ,competition,CN_BG-5154,Germany Baden Pokal - Germany,5
de,daznbetde_CN_BG-5155,FBL,daznbetde,Deutschland Berliner Landespokal ,competition,CN_BG-5155,Germany Berliner Landespokal - Germany,5
de,daznbetde_CN_BG-5159,FBL,daznbetde,Deutschland Mittelrhein Pokal ,competition,CN_BG-5159,Germany Mittelrhein Pokal - Germany,5
de,daznbetde_CN_BG-5161,FBL,daznbetde,England FA Cup ,competition,CN_BG-5161,England FA Cup - England,5
de,daznbetde_CN_BG-5162,FBL,daznbetde,Deutschland Niederrheinpokal ,competition,CN_BG-5162,Germany Niederrheinpokal - Germany,5
de,daznbetde_CN_BG-5163,FBL,daznbetde,Deutschland Westfalenpokal ,competition,CN_BG-5163,Germany Westfalenpokal - Germany,5
de,daznbetde_CN_BG-5164,FBL,daznbetde,Deutschland Bayern Cup ,competition,CN_BG-5164,Germany Bayern Cup - Germany,5
de,daznbetde_CN_BG-5165,FBL,daznbetde,Deutschland Hessen Cup ,competition,CN_BG-5165,Germany Hessen Cup - Germany,5
de,daznbetde_CN_BG-5166,FBL,daznbetde,Spanien Preferente Play,competition,CN_BG-5166,Spain Preferente Play-Offs - Spain,5
de,daznbetde_CN_BG-5167,FBL,daznbetde,Spanien Primera División RFEF Promotion ,competition,CN_BG-5167,Spain Primera División RFEF Promotion - Spain,5
de,daznbetde_CN_BG-5168,FBL,daznbetde,Schweiz Super League Relegation ,competition,CN_BG-5168,Switzerland Super League Promotion/Relegation - Switzerland,5
de,daznbetde_CN_BG-5174,FBL,daznbetde,Portugal Liga 2 Relegation ,competition,CN_BG-5174,Portugal Liga 2 Promotion/Relegation - Portugal,5
de,daznbetde_CN_BG-5176,FBL,daznbetde,Portugal Primeira Liga Relegation ,competition,CN_BG-5176,Portugal Primeira Liga Promotion/Relegation - Portugal,5
de,daznbetde_CN_BG-5180,FBL,daznbetde,Schweiz Schweizer Pokal ,competition,CN_BG-5180,Switzerland Schweizer Pokal - Switzerland,5
de,daznbetde_CN_BG-5181,FBL,daznbetde,Italien Coppa Italia Frauen ,competition,CN_BG-5181,Italy Coppa Italia Women - Italy,5
de,daznbetde_CN_BG-5183,FBL,daznbetde,Brasilien Campeonato Carioca Serie B2 U20 ,competition,CN_BG-5183,Brazil Campeonato Carioca Serie B2 U20 - Brazil,5
de,daznbetde_CN_BG-5186,FBL,daznbetde,Maurice Revello Tournament ,competition,CN_BG-5186,Maurice Revello Tournament - World,5
de,daznbetde_CN_BG-5200,FBL,daznbetde,Brasilien Campeonato Carioca Serie B1 U20 ,competition,CN_BG-5200,Brazil Campeonato Carioca Serie B1 U20 - Brazil,5
de,daznbetde_CN_BG-5213,FBL,daznbetde,Elite Club Friendlies ,competition,CN_BG-5213,Elite Club Friendlies - World,5
de,daznbetde_CN_BG-5218,FBL,daznbetde,Schweden Svenska Cupen Frauen ,competition,CN_BG-5218,Sweden Svenska Cupen Women - Sweden,5
de,daznbetde_CN_BG-5231,FBL,daznbetde,CONCACAF Gold Cup Qualifikation ,competition,CN_BG-5231,CONCACAF Gold Cup Qualification - Americas,5
de,daznbetde_CN_BG-5304,FBL,daznbetde,Deutschland Regionalliga Play Offs ,competition,CN_BG-5304,Germany Regionalliga Play Offs - Germany,5
de,daznbetde_CN_BG-5316,FBL,daznbetde,Internationale Freundschaftsspiele ,competition,CN_BG-5316,International Friendlies - World,5
de,daznbetde_CN_BG-5340,FBL,daznbetde,Geogien Erovnuli Liga ,competition,CN_BG-5340,Georgia Erovnuli Liga - Georgia,5
de,daznbetde_CN_BG-5346,FBL,daznbetde,Bolivien Liga Nacional B ,competition,CN_BG-5346,Bolivia Liga Nacional B - Bolivia,5
de,daznbetde_CN_BG-5375,FBL,daznbetde,Bulgarien First Division Relegation ,competition,CN_BG-5375,Bulgaria First Division Promotion/Relegation - Bulgaria,5
de,daznbetde_CN_BG-5388,FBL,daznbetde,Intercontinental Cup ,competition,CN_BG-5388,Intercontinental Cup - World,5
de,daznbetde_CN_BG-5389,FBL,daznbetde,Brasilien Amazonense U20 ,competition,CN_BG-5389,Brazil Amazonense U20 - Brazil,5
de,daznbetde_CN_BG-5393,FBL,daznbetde,Rumänien Cup Frauen ,competition,CN_BG-5393,Romania Cup Women - Romania,5
de,daznbetde_CN_BG-5421,FBL,daznbetde,Uruguay Segunda B Nacional  ,competition,CN_BG-5421,Uruguay Segunda B Nacional  - Uruguay,5
de,daznbetde_CN_BG-5457,FBL,daznbetde,Polen Regional Cups ,competition,CN_BG-5457,Poland Regional Cups - Poland,5
de,daznbetde_CN_BG-5481,FBL,daznbetde,Myanmar MFF's League Frauen ,competition,CN_BG-5481,Myanmar MFF's League Women - Myanmar,5
de,daznbetde_CN_BG-5487,FBL,daznbetde,Australien New South Wales Waratah Cup ,competition,CN_BG-5487,Australia New South Wales Waratah Cup - Australia,5
de,daznbetde_CN_BG-5561,FBL,daznbetde,Internationale Freundschaftsspiele U21 ,competition,CN_BG-5561,International Friendlies U21 - World,5
de,daznbetde_CN_BG-5589,FBL,daznbetde,Argentinien Primera Division B Frauen ,competition,CN_BG-5589,Argentina Primera Division B Women - Argentina,5
de,daznbetde_CN_BG-5590,FBL,daznbetde,Polen Third League Promotion ,competition,CN_BG-5590,Poland Third League Promotion - Poland,5
de,daznbetde_CN_BG-5610,FBL,daznbetde,Brasilien Cearense Serie C ,competition,CN_BG-5610,Brazil Cearense Serie C - Brazil,5
de,daznbetde_CN_BG-5611,FBL,daznbetde,Argentinien Primera Division C Frauen ,competition,CN_BG-5611,Argentina Primera Division C Women - Argentina,5
de,daznbetde_CN_BG-5616,FBL,daznbetde,Internationale Freundschaftsspiele Frauen ,competition,CN_BG-5616,International Friendlies Women - World,5
de,daznbetde_CN_BG-5617,FBL,daznbetde,Argentinien Campeonato Femenino Reserves ,competition,CN_BG-5617,Argentina Campeonato Femenino Reserves - Argentina,5
de,daznbetde_CN_BG-5630,FBL,daznbetde,Chile Campeonato Futbol Joven U21 ,competition,CN_BG-5630,Chile Campeonato Futbol Joven U21 - Chile,5
de,daznbetde_CN_BG-5655,FBL,daznbetde,Senegal Premier League ,competition,CN_BG-5655,Senegal Premier League - Senegal,5
de,daznbetde_CN_BG-5726,FBL,daznbetde,Club Friendlies Extra ,competition,CN_BG-5726,Club Friendlies Extra - World,5
de,daznbetde_CN_BG-5735,FBL,daznbetde,Asia SAFF Championship ,competition,CN_BG-5735,Asia SAFF Championship - Asia,5
de,daznbetde_CN_BG-5772,FBL,daznbetde,Brasilien Gaucho Cup ,competition,CN_BG-5772,Brazil Gaucho Cup - Brazil,5
de,daznbetde_CN_BG-5792,FBL,daznbetde,Chile Cup ,competition,CN_BG-5792,Chile Cup - Chile,5
de,daznbetde_CN_BG-5793,FBL,daznbetde,Brasilien Campeonato Alagoano Second Division ,competition,CN_BG-5793,Brazil Campeonato Alagoano Second Division - Brazil,5
de,daznbetde_CN_BG-5813,FBL,daznbetde,Dänemark Cup Frauen ,competition,CN_BG-5813,Denmark Cup Women - Denmark,5
de,daznbetde_CN_BG-5836,FBL,daznbetde,Brasilien Brasiliense U20  ,competition,CN_BG-5836,Brazil Brasiliense U20  - Brazil,5
de,daznbetde_CN_BG-5837,FBL,daznbetde,Indien Sikkim Premier Division S,competition,CN_BG-5837,India Sikkim Premier Division S-League - India,5
de,daznbetde_CN_BG-5838,FBL,daznbetde,Indien Hero Senior Frauen National Football Champion ,competition,CN_BG-5838,India Hero Senior Women National Football Champion - India,5
de,daznbetde_CN_BG-5840,FBL,daznbetde,CONCACAF Gold Cup ,competition,CN_BG-5840,CONCACAF Gold Cup - Americas,5
de,daznbetde_CN_BG-5869,FBL,daznbetde,Argentinien Primera B Metropolitana U20 ,competition,CN_BG-5869,Argentina Primera B Metropolitana U20 - Argentina,5
de,daznbetde_CN_BG-5871,FBL,daznbetde,Indien Calcutta Premier Division A ,competition,CN_BG-5871,India Calcutta Premier Division A - India,5
de,daznbetde_CN_BG-5879,FBL,daznbetde,Mexiko Campeón de Campeones ,competition,CN_BG-5879,Mexico Campeón de Campeones - Mexico,5
de,daznbetde_CN_BG-5881,FBL,daznbetde,Central American and Caribbean Games Frauen ,competition,CN_BG-5881,Central American and Caribbean Games Women - Americas,5
de,daznbetde_CN_BG-5917,FBL,daznbetde,Australien Dockerty Cup ,competition,CN_BG-5917,Australia Dockerty Cup - Australia,5
de,daznbetde_CN_BG-5924,FBL,daznbetde,UEFA Champions League Qualifikation ,competition,CN_BG-5924,UEFA Champions League Qualification - Europe,5
de,daznbetde_CN_BG-5988,FBL,daznbetde,Baltic Cup U19 Frauen ,competition,CN_BG-5988,Baltic Cup U19 Women - Europe,5
de,daznbetde_CN_BG-6066,FBL,daznbetde,Irland National League U19 ,competition,CN_BG-6066,Ireland National League U19 - Ireland,5
de,daznbetde_CN_BG-6068,FBL,daznbetde,US MLS Next Pro ,competition,CN_BG-6068,US MLS Next Pro - United States of America,5
de,daznbetde_CN_BG-6124,FBL,daznbetde,The Leagues Cup ,competition,CN_BG-6124,The Leagues Cup - Americas,5
de,daznbetde_CN_BG-6125,FBL,daznbetde,Central American and Caribbean Games ,competition,CN_BG-6125,Central American and Caribbean Games - Americas,5
de,daznbetde_CN_BG-6133,FBL,daznbetde,England League Cup ,competition,CN_BG-6133,England League Cup - England,5
de,daznbetde_CN_BG-6134,FBL,daznbetde,Deutschland Supercup ,competition,CN_BG-6134,Germany Supercup - Germany,5
de,daznbetde_CN_BG-6156,FBL,daznbetde,COSAFA Senior Challenge Cup ,competition,CN_BG-6156,COSAFA Senior Challenge Cup - Africa,5
de,daznbetde_CN_BG-6178,FBL,daznbetde,Brasilien Copa Fares Lopes ,competition,CN_BG-6178,Brazil Copa Fares Lopes - Brazil,5
de,daznbetde_CN_BG-6179,FBL,daznbetde,Brasilien Sul,competition,CN_BG-6179,Brazil Sul-Matogrossense U20 - Brazil,5
de,daznbetde_CN_BG-6195,FBL,daznbetde,Vietnam Cup ,competition,CN_BG-6195,Vietnam Cup - Vietnam,5
de,daznbetde_CN_BG-6234,FBL,daznbetde,Club Friendlies Frauen ,competition,CN_BG-6234,Club Friendlies Women - World,5
de,daznbetde_CN_BG-6248,FBL,daznbetde,Rumänien Super Cup ,competition,CN_BG-6248,Romania Super Cup - Romania,5
de,daznbetde_CN_BG-6341,FBL,daznbetde,CAF Frauen Olympia Qualifikation ,competition,CN_BG-6341,CAF Women Olympic Qualification - Africa,5
de,daznbetde_CN_BG-6360,FBL,daznbetde,UEFA Europa Conference League Qualifikation ,competition,CN_BG-6360,UEFA Europa Conference League Qualification - Europe,5
de,daznbetde_CN_BG-6411,FBL,daznbetde,Schottland League Cup ,competition,CN_BG-6411,Scotland League Cup - Scotland,5
de,daznbetde_CN_BG-6423,FBL,daznbetde,Ecuador Serie B ,competition,CN_BG-6423,Ecuador Serie B - Ecuador,5
de,daznbetde_CN_BG-6424,FBL,daznbetde,Europameisterschaft U19 ,competition,CN_BG-6424,European Championship U19 - Europe,5
de,daznbetde_CN_BG-6425,FBL,daznbetde,Copa Libertadores U20 ,competition,CN_BG-6425,Copa Libertadores U20 - Americas,5
de,daznbetde_CN_BG-6426,FBL,daznbetde,US USL Championship ,competition,CN_BG-6426,US USL Championship - United States of America,5
de,daznbetde_CN_BG-6427,FBL,daznbetde,Japan J. League 3 ,competition,CN_BG-6427,Japan J. League 3 - Japan,5
de,daznbetde_CN_BG-6428,FBL,daznbetde,Polen Super Cup ,competition,CN_BG-6428,Poland Super Cup - Poland,5
de,daznbetde_CN_BG-6429,FBL,daznbetde,Uruguay Segunda División ,competition,CN_BG-6429,Uruguay Segunda División - Uruguay,5
de,daznbetde_CN_BG-6430,FBL,daznbetde,Australien Cup Final Rounds Playoffs ,competition,CN_BG-6430,Australia Cup Final Rounds Playoffs - Australia,5
de,daznbetde_CN_BG-6431,FBL,daznbetde,Polen I liga ,competition,CN_BG-6431,Poland I liga - Poland,5
de,daznbetde_CN_BG-6432,FBL,daznbetde,Frauen's Weltmeisterschaft ,competition,CN_BG-6432,Women's World Cup - World,5
de,daznbetde_CN_BG-6434,FBL,daznbetde,England Community Shield ,competition,CN_BG-6434,England Community Shield - England,5
de,daznbetde_CN_BG-6438,FBL,daznbetde,US NISA Independent Cup ,competition,CN_BG-6438,US NISA Independent Cup - United States of America,5
de,daznbetde_CN_BG-6442,FBL,daznbetde,Pan Arab Games ,competition,CN_BG-6442,Pan Arab Games - World,5
de,daznbetde_CN_BG-6454,FBL,daznbetde,Brasilien Paulista Cup ,competition,CN_BG-6454,Brazil Paulista Cup - Brazil,5
de,daznbetde_CN_BG-6456,FBL,daznbetde,Lettland Cup ,competition,CN_BG-6456,Latvia Cup - Latvia,5
de,daznbetde_CN_BG-6458,FBL,daznbetde,Kroatien Super Cup ,competition,CN_BG-6458,Croatia Super Cup - Croatia,5
de,daznbetde_CN_BG-6459,FBL,daznbetde,Estland Cup ,competition,CN_BG-6459,Estonia Cup - Estonia,5
de,daznbetde_CN_BG-6462,FBL,daznbetde,US USL League One ,competition,CN_BG-6462,US USL League One - United States of America,5
de,daznbetde_CN_BG-6463,FBL,daznbetde,Estland Esiliiga B ,competition,CN_BG-6463,Estonia Esiliiga B - Estonia,5
de,daznbetde_CN_BG-6475,FBL,daznbetde,Brasilien Campeonato Carioca A2 ,competition,CN_BG-6475,Brazil Campeonato Carioca A2 - Brazil,5
de,daznbetde_CN_BG-6476,FBL,daznbetde,Estland Meistriliiga Frauen ,competition,CN_BG-6476,Estonia Meistriliiga Women - Estonia,5
de,daznbetde_CN_BG-6477,FBL,daznbetde,Internationale Freundschaftsspiele Frauen U23 ,competition,CN_BG-6477,International Friendlies Women U23 - World,5
de,daznbetde_CN_BG-6480,FBL,daznbetde,Kenia Premier League Relegation Playoff ,competition,CN_BG-6480,Kenya Premier League Promotion/Relegation Playoff - Kenya,5
de,daznbetde_CN_BG-6501,FBL,daznbetde,Finnland Ykkönen Naistenliiga Frauen ,competition,CN_BG-6501,Finland Ykkönen Naistenliiga Women - Finland,5
de,daznbetde_CN_BG-6506,FBL,daznbetde,Nordirland Premier League Frauen ,competition,CN_BG-6506,Northern Ireland Premier League Women - Northern Ireland,5
de,daznbetde_CN_BG-6538,FBL,daznbetde,Costa Rica Super Cup ,competition,CN_BG-6538,Costa Rica Super Cup - Costa Rica,5
de,daznbetde_CN_BG-6543,FBL,daznbetde,UEFA Frauen's Championship U19 ,competition,CN_BG-6543,UEFA Women's Championship U19 - Europe,5
de,daznbetde_CN_BG-6545,FBL,daznbetde,Bhutan Premier League ,competition,CN_BG-6545,Bhutan Premier League - Bhutan,5
de,daznbetde_CN_BG-6588,FBL,daznbetde,Florida Cup ,competition,CN_BG-6588,Florida Cup - World,5
de,daznbetde_CN_BG-6589,FBL,daznbetde,Island Fotbolti.net Lower League Cup ,competition,CN_BG-6589,Iceland Fotbolti.net Lower League Cup - Iceland,5
de,daznbetde_CN_BG-6594,FBL,daznbetde,Irland FAI Cup ,competition,CN_BG-6594,Ireland FAI Cup - Ireland,5
de,daznbetde_CN_BG-6600,FBL,daznbetde,Zypern Super Cup ,competition,CN_BG-6600,Cyprus Super Cup - Cyprus,5
de,daznbetde_CN_BG-6609,FBL,daznbetde,Polen II liga ,competition,CN_BG-6609,Poland II liga - Poland,5
de,daznbetde_CN_BG-6614,FBL,daznbetde,Israel Toto Cup Ligat Al ,competition,CN_BG-6614,Israel Toto Cup Ligat Al - Israel,5
de,daznbetde_CN_BG-6648,FBL,daznbetde,Wales League Cup ,competition,CN_BG-6648,Wales League Cup - Wales,5
de,daznbetde_CN_BG-6649,FBL,daznbetde,Portugal League Cup ,competition,CN_BG-6649,Portugal League Cup - Portugal,5
de,daznbetde_CN_BG-6652,FBL,daznbetde,Jordanien Super Cup ,competition,CN_BG-6652,Jordan Super Cup - Jordan,5
de,daznbetde_CN_BG-6656,FBL,daznbetde,Geogien Cup  ,competition,CN_BG-6656,Georgia Cup  - Georgia,5
de,daznbetde_CN_BG-6657,FBL,daznbetde,US NWSL Challenge Cup Frauen ,competition,CN_BG-6657,US NWSL Challenge Cup Women - United States of America,5
de,daznbetde_CN_BG-6661,FBL,daznbetde,Montenegro Prva Liga ,competition,CN_BG-6661,Montenegro Prva Liga - Montenegro,5
de,daznbetde_CN_BG-6664,FBL,daznbetde,Lettland 1. Liga ,competition,CN_BG-6664,Latvia 1. Liga - Latvia,5
de,daznbetde_CN_BG-6665,FBL,daznbetde,Israel Super Cup ,competition,CN_BG-6665,Israel Super Cup - Israel,5
de,daznbetde_CN_BG-6673,FBL,daznbetde,Belgien Supercup ,competition,CN_BG-6673,Belgium Supercup - Belgium,5
de,daznbetde_CN_BG-6678,FBL,daznbetde,Premier League Summer Series ,competition,CN_BG-6678,Premier League Summer Series - World,5
de,daznbetde_CN_BG-6686,FBL,daznbetde,Costa Rica Recopa ,competition,CN_BG-6686,Costa Rica Recopa - Costa Rica,5
de,daznbetde_CN_BG-6807,FBL,daznbetde,Republik Korea FA Cup ,competition,CN_BG-6807,Korea Republic FA Cup - Korea Rep,5
de,daznbetde_CN_BG-6808,FBL,daznbetde,Arab Club Champions Cup ,competition,CN_BG-6808,Arab Club Champions Cup - World,5
de,daznbetde_CN_BG-6838,FBL,daznbetde,Wales FAW Tier 2 North League ,competition,CN_BG-6838,Wales FAW Tier 2 North League - Wales,5
de,daznbetde_CN_BG-6839,FBL,daznbetde,Österreich Regionalliga West ,competition,CN_BG-6839,Austria Regionalliga West - Austria,5
de,daznbetde_CN_BG-6928,FBL,daznbetde,Schottland Challenge Cup ,competition,CN_BG-6928,Scotland Challenge Cup - Scotland,5
de,daznbetde_CN_BG-7016,FBL,daznbetde,Indien Durand Cup ,competition,CN_BG-7016,India Durand Cup - India,5
de,daznbetde_CN_BG-7017,FBL,daznbetde,Malaysia Cup ,competition,CN_BG-7017,Malaysia Cup - Malaysia,5
de,daznbetde_CN_BG-7054,FBL,daznbetde,Kambodscha Premier League ,competition,CN_BG-7054,Cambodia Premier League - Cambodia,5
de,daznbetde_CN_BG-7192,FBL,daznbetde,Argentinien Liga Profesional Cup ,competition,CN_BG-7192,Argentina Liga Profesional Cup - Argentina,5
de,daznbetde_CN_BG-7288,FBL,daznbetde,Argentinien Liga Profesional Reserves Cup ,competition,CN_BG-7288,Argentina Liga Profesional Reserves Cup - Argentina,5
de,daznbetde_CN_BG-7579,FBL,daznbetde,Weltmeisterschaft South America Qualifikation ,competition,CN_BG-7579,World Cup South America Qualification - Americas,5
de,daznbetde_CN_BG-7581,FBL,daznbetde,Brasilien Paulista Frauen ,competition,CN_BG-7581,Brazil Paulista Women - Brazil,5
de,daznbetde_CN_BG-7584,FBL,daznbetde,Palestine West Bank Premier League ,competition,CN_BG-7584,Palestine West Bank Premier League - Palestine (general),5
de,daznbetde_CN_BG-7585,FBL,daznbetde,Brasilien Campeonato Paulista U20 ,competition,CN_BG-7585,Brazil Campeonato Paulista U20 - Brazil,5
de,daznbetde_CN_BG-7586,FBL,daznbetde,Uruguay Cup ,competition,CN_BG-7586,Uruguay Cup - Uruguay,5
de,daznbetde_CN_BG-7587,FBL,daznbetde,CONCACAF Caribbean Cup ,competition,CN_BG-7587,CONCACAF Caribbean Cup - Americas,5
de,daznbetde_CN_BG-7588,FBL,daznbetde,Republik Korea WK,competition,CN_BG-7588,Korea Republic WK-League Women - Korea Rep,5
de,daznbetde_CN_BG-7589,FBL,daznbetde,CAF Champions League Qualifikation ,competition,CN_BG-7589,CAF Champions League Qualification - Africa,5
de,daznbetde_CN_BG-7590,FBL,daznbetde,Deutschland Oberliga Niedersachsen ,competition,CN_BG-7590,Germany Oberliga Niedersachsen - Germany,5
de,daznbetde_CN_BG-7591,FBL,daznbetde,Burundi Premier League ,competition,CN_BG-7591,Burundi Premier League - Burundi,5
de,daznbetde_CN_BG-7592,FBL,daznbetde,Deutschland Niederrheinliga ,competition,CN_BG-7592,Germany Niederrheinliga - Germany,5
de,daznbetde_CN_BG-7593,FBL,daznbetde,Portugal Liga 3 Serie B ,competition,CN_BG-7593,Portugal Liga 3 Serie B - Portugal,5
de,daznbetde_CN_BG-7594,FBL,daznbetde,Dänemark 3.Division ,competition,CN_BG-7594,Denmark 3.Division - Denmark,5
de,daznbetde_CN_BG-7595,FBL,daznbetde,England Southern League Premier Division South ,competition,CN_BG-7595,England Southern League Premier Division South - England,5
de,daznbetde_CN_BG-7596,FBL,daznbetde,England Isthmian League ,competition,CN_BG-7596,England Isthmian League - England,5
de,daznbetde_CN_BG-7597,FBL,daznbetde,Spanien Primera División RFEF Group 1 ,competition,CN_BG-7597,Spain Primera División RFEF Group 1 - Spain,5
de,daznbetde_CN_BG-7598,FBL,daznbetde,Nordirland NIFL Premiership ,competition,CN_BG-7598,Northern Ireland NIFL Premiership - Northern Ireland,5
de,daznbetde_CN_BG-7599,FBL,daznbetde,Nordirland NIFL Championship  ,competition,CN_BG-7599,Northern Ireland NIFL Championship  - Northern Ireland,5
de,daznbetde_CN_BG-7600,FBL,daznbetde,Portugal Liga 3 Serie A ,competition,CN_BG-7600,Portugal Liga 3 Serie A - Portugal,5
de,daznbetde_CN_BG-7601,FBL,daznbetde,England Northern Premier League ,competition,CN_BG-7601,England Northern Premier League - England,5
de,daznbetde_CN_BG-7602,FBL,daznbetde,Spanien Primera División RFEF Group 2 ,competition,CN_BG-7602,Spain Primera División RFEF Group 2 - Spain,5
de,daznbetde_CN_BG-7603,FBL,daznbetde,Australien Cup ,competition,CN_BG-7603,Australia Cup - Australia,5
de,daznbetde_CN_BG-7607,FBL,daznbetde,Lebanon Premier League ,competition,CN_BG-7607,Lebanon Premier League - Lebanon,5
de,daznbetde_CN_BG-7608,FBL,daznbetde,Kroatien First National League ,competition,CN_BG-7608,Croatia First National League - Croatia,5
de,daznbetde_CN_BG-7609,FBL,daznbetde,Thailand League 2 ,competition,CN_BG-7609,Thailand League 2 - Thailand,5
de,daznbetde_CN_BG-7610,FBL,daznbetde,Iran Pro League ,competition,CN_BG-7610,Iran Pro League - Iran,5
de,daznbetde_CN_BG-7611,FBL,daznbetde,Polen Ekstraliga Frauen ,competition,CN_BG-7611,Poland Ekstraliga Women - Poland,5
de,daznbetde_CN_BG-7612,FBL,daznbetde,CONCACAF Central American Cup ,competition,CN_BG-7612,CONCACAF Central American Cup - Americas,5
de,daznbetde_CN_BG-7613,FBL,daznbetde,Thailand League 1 ,competition,CN_BG-7613,Thailand League 1 - Thailand,5
de,daznbetde_CN_BG-7625,FBL,daznbetde,Indien Goa Pro League ,competition,CN_BG-7625,India Goa Pro League - India,5
de,daznbetde_CN_BG-7676,FBL,daznbetde,COSAFA Champions League Frauen ,competition,CN_BG-7676,COSAFA Champions League Women - Africa,5
de,daznbetde_CN_BG-7804,FBL,daznbetde,Japan Empowerment League Cup Frauen ,competition,CN_BG-7804,Japan Empowerment League Cup Women - Japan,5
de,daznbetde_CN_BG-7805,FBL,daznbetde,Indien Punjab State Super Football League ,competition,CN_BG-7805,India Punjab State Super Football League - India,5
de,daznbetde_CN_BG-7806,FBL,daznbetde,Südafrika MTN 8 Cup ,competition,CN_BG-7806,South Africa MTN 8 Cup - South Africa,5
de,daznbetde_CN_BG-7807,FBL,daznbetde,Katar QFA Cup ,competition,CN_BG-7807,Qatar QFA Cup - Qatar,5
de,daznbetde_CN_BG-7808,FBL,daznbetde,Jordanien First Division ,competition,CN_BG-7808,Jordan First Division - Jordan,5
de,daznbetde_CN_BG-7950,FBL,daznbetde,Vietnam Championship U21 ,competition,CN_BG-7950,Vietnam Championship U21 - Vietnam,5
de,daznbetde_CN_BG-8001,FBL,daznbetde,Europameisterschaft U21 Qualifikation ,competition,CN_BG-8001,European Championship U21 Qualification - Europe,5
de,daznbetde_CN_BG-8002,FBL,daznbetde,Europe Elite League U20 ,competition,CN_BG-8002,Europe Elite League U20 - Europe,5
de,daznbetde_CN_BG-8003,FBL,daznbetde,Africa Cup of Nations Qualifikation ,competition,CN_BG-8003,Africa Cup of Nations Qualification - Africa,5
de,daznbetde_CN_BG-8018,FBL,daznbetde,Indonesien Liga 2 ,competition,CN_BG-8018,Indonesia Liga 2 - Indonesia,5
de,daznbetde_CN_BG-8129,FBL,daznbetde,AFC Asian Cup Qualifikation U23 ,competition,CN_BG-8129,AFC Asian Cup Qualification U23 - Asia,5
de,daznbetde_CN_BG-8200,FBL,daznbetde,Malta Challenge League ,competition,CN_BG-8200,Malta Challenge League - Malta,5
de,daznbetde_CN_BG-8231,FBL,daznbetde,[Test] Load Test ,competition,CN_BG-8231,[Test] Load Test - Test Region,5
de,daznbetde_CN_BG-8364,FBL,daznbetde,Neuseeland National League Frauen ,competition,CN_BG-8364,New Zealand National League Women - New Zealand,5
de,daznbetde_CN_BG-8365,FBL,daznbetde,Neuseeland National League ,competition,CN_BG-8365,New Zealand National League - New Zealand,5
de,daznbetde_CN_BG-8413,FBL,daznbetde,Asian Games Frauen ,competition,CN_BG-8413,Asian Games Women - Asia,5
de,daznbetde_CN_BG-8414,FBL,daznbetde,Indien Super League ,competition,CN_BG-8414,India Super League - India,5
de,daznbetde_CN_BG-8415,FBL,daznbetde,African Frauen's Cup of Nations Qualifikation ,competition,CN_BG-8415,African Women's Cup of Nations Qualification - Africa,5
de,daznbetde_CN_BG-8416,FBL,daznbetde,UEFA Nations League C Frauen ,competition,CN_BG-8416,UEFA Nations League C Women - Europe,5
de,daznbetde_CN_BG-8417,FBL,daznbetde,Italien Serie C Girone C ,competition,CN_BG-8417,Italy Serie C Girone C - Italy,5
de,daznbetde_CN_BG-8418,FBL,daznbetde,Israel Liga Bet ,competition,CN_BG-8418,Israel Liga Bet - Israel,5
de,daznbetde_CN_BG-8419,FBL,daznbetde,Brasilien Cup U20 ,competition,CN_BG-8419,Brazil Cup U20 - Brazil,5
de,daznbetde_CN_BG-8420,FBL,daznbetde,CONCACAF Gold Cup Qualifikation Frauen ,competition,CN_BG-8420,CONCACAF Gold Cup Qualification Women - Americas,5
de,daznbetde_CN_BG-8421,FBL,daznbetde,Brasilien Copa Rio ,competition,CN_BG-8421,Brazil Copa Rio - Brazil,5
de,daznbetde_CN_BG-8473,FBL,daznbetde,Australien Football Federation Northern Territory ,competition,CN_BG-8473,Australia Football Federation Northern Territory - Australia,5
