brandid,sportid,lang,objecttype,pattern,recordtype,version,description
daznbetde,FBL,de,CORRECT-GEN-1OT-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-GEN-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-GEN-FLGM1OT-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-GEN-FLGMOT-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-GEN-OT-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-REST-GEN-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Genaues Ergebnis [$score$]"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Genaues Ergebnis [$score$]"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Genaues Ergebnis [$score$]"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Genaues Ergebnis [$score$]"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Genaues Ergebnis [$score$]
daznbetde,FBL,de,CORRECT-REST-GEN-OT-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis [$score$]"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis [$score$]"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis [$score$]"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis [$score$]"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis [$score$]
daznbetde,FBL,de,HANDICAP2-1HLF-CORNER,"{""langdescription"": [{""desc"": ""$period$ - $scoretype$ Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - $scoretype$ Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - $scoretype$ Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - $scoretype$ Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - $scoretype$ Handicap $line$
daznbetde,FBL,de,HANDICAP2-A-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Asian Handicap $line$
daznbetde,FBL,de,HANDICAP2-A-1OT-GL,"{""langdescription"": [{""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Asian Handicap $line$
daznbetde,FBL,de,HANDICAP2-A-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Asian Handicap $line$
daznbetde,FBL,de,HANDICAP2-A-CUSTOMINTERVAL-GL,"{""langdescription"": [{""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Asian Handicap $line$
daznbetde,FBL,de,HANDICAP2-A-FLGM1OT-GL,"{""langdescription"": [{""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Asian Handicap $line$
daznbetde,FBL,de,HANDICAP2-A-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Asian Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Asian Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Asian Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Asian Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Asian Handicap $line$
daznbetde,FBL,de,HANDICAP2-A-FLGMOT-GL,"{""langdescription"": [{""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Asian Handicap $line$
daznbetde,FBL,de,HANDICAP2-A-OT-GL,"{""langdescription"": [{""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Asian Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Asian Handicap $line$
daznbetde,FBL,de,HANDICAP2-B-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Gewinnspanne"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Gewinnspanne"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Gewinnspanne"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Gewinnspanne"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Gewinnspanne
daznbetde,FBL,de,HANDICAP2-B-PENALTIES-GL,"{""langdescription"": [{""desc"": ""$period$ - Gewinnspanne"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Gewinnspanne"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Gewinnspanne"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Gewinnspanne"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Gewinnspanne
daznbetde,FBL,de,HANDICAP2D-1HLF,"{""langdescription"": [{""desc"": ""$period$ - $scoretype$ Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - $scoretype$ Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - $scoretype$ Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - $scoretype$ Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - $scoretype$ Handicap $line$
daznbetde,FBL,de,HANDICAP2D-1HLF-CORNER,"{""langdescription"": [{""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ $scoretype$ Handicap $line$
daznbetde,FBL,de,HANDICAP2D-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ Wer wird treffen $scorenumber$. $scoretype$? (10 min interval)"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Wer wird treffen $scorenumber$. $scoretype$? (10 min interval)"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Wer wird treffen $scorenumber$. $scoretype$? (10 min interval)"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Wer wird treffen $scorenumber$. $scoretype$? (10 min interval)"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Wer wird treffen $scorenumber$. $scoretype$? (10 min interval)
daznbetde,FBL,de,HANDICAP2D-1OT-GL,"{""langdescription"": [{""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Handicap $line$
daznbetde,FBL,de,HANDICAP2D-2HLF-GL,"{""langdescription"": [{""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Handicap $line$
daznbetde,FBL,de,HANDICAP2D-CUSTOM-CORNER,"{""langdescription"": [{""desc"": ""($fromminute$-$tominute$ Minute) - Handicap by $scoretype$ $line$"", ""pluralcount"": ""One""}, {""desc"": ""($fromminute$-$tominute$ Minute) - Handicap by $scoretype$ $line$"", ""pluralcount"": ""Few""}, {""desc"": ""($fromminute$-$tominute$ Minute) - Handicap by $scoretype$ $line$"", ""pluralcount"": ""Many""}, {""desc"": ""($fromminute$-$tominute$ Minute) - Handicap by $scoretype$ $line$"", ""pluralcount"": ""Other""}]}",mar,4,($fromminute$-$tominute$ Minute) - Handicap by $scoretype$ $line$
daznbetde,FBL,de,HANDICAP2D-FLGM,"{""langdescription"": [{""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ $scoretype$ Handicap $line$
daznbetde,FBL,de,HANDICAP2D-FLGM-BOP,"{""langdescription"": [{""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ $scoretype$ Handicap $line$
daznbetde,FBL,de,HANDICAP2D-FLGM-CORNER,"{""langdescription"": [{""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ $scoretype$ Handicap $line$
daznbetde,FBL,de,HANDICAP2D-OT-GL,"{""langdescription"": [{""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""3-Way Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Handicap $line$
daznbetde,FBL,de,PARITY-OE-1-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ HeimTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""One""}, {""desc"": ""$period$ HeimTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ HeimTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ HeimTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Other""}]}",mar,4,$period$ HeimTeam TORANZAHL - UNGERADE/GERADE
daznbetde,FBL,de,PARITY-OE-1-PENALTIES-GL,"{""langdescription"": [{""desc"": ""$period$ - HeimTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - HeimTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - HeimTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - HeimTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - HeimTeam TORANZAHL - UNGERADE/GERADE
daznbetde,FBL,de,PARITY-OE-2-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""One""}, {""desc"": ""$period$ AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Other""}]}",mar,4,$period$ AuswärtsTeam TORANZAHL - UNGERADE/GERADE
daznbetde,FBL,de,PARITY-OE-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE
daznbetde,FBL,de,PARITY-OE-2-PENALTIES-GL,"{""langdescription"": [{""desc"": ""$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - AuswärtsTeam TORANZAHL - UNGERADE/GERADE
daznbetde,FBL,de,PARITY-OE-PENALTIES-GL,"{""langdescription"": [{""desc"": ""$period$ - TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - TORANZAHL - UNGERADE/GERADE
daznbetde,FBL,de,PERIOD-E-OT-PERIOD,"{""langdescription"": [{""desc"": ""$period$ - Wird es eine Verlängerung geben"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Wird es eine Verlängerung geben"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Wird es eine Verlängerung geben"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Wird es eine Verlängerung geben"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Wird es eine Verlängerung geben
daznbetde,FBL,de,PERIOD-E-PENALTIES-PERIOD,"{""langdescription"": [{""desc"": ""$period$ - Wird es ein Elfmeterschießen geben"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Wird es ein Elfmeterschießen geben"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Wird es ein Elfmeterschießen geben"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Wird es ein Elfmeterschießen geben"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Wird es ein Elfmeterschießen geben
daznbetde,FBL,de,PERIOD-T2E-1-FLGM-PERIOD,"{""langdescription"": [{""desc"": ""HeimTeam - Halbzeit mit den meisten Toren"", ""pluralcount"": ""One""}, {""desc"": ""HeimTeam - Halbzeit mit den meisten Toren"", ""pluralcount"": ""Few""}, {""desc"": ""HeimTeam - Halbzeit mit den meisten Toren"", ""pluralcount"": ""Many""}, {""desc"": ""HeimTeam - Halbzeit mit den meisten Toren"", ""pluralcount"": ""Other""}]}",mar,4,HeimTeam - Halbzeit mit den meisten Toren
daznbetde,FBL,de,PERIOD-T2E-2-FLGM-PERIOD,"{""langdescription"": [{""desc"": ""AuswärtsTeam - Halbzeit mit den meisten Toren"", ""pluralcount"": ""One""}, {""desc"": ""AuswärtsTeam - Halbzeit mit den meisten Toren"", ""pluralcount"": ""Few""}, {""desc"": ""AuswärtsTeam - Halbzeit mit den meisten Toren"", ""pluralcount"": ""Many""}, {""desc"": ""AuswärtsTeam - Halbzeit mit den meisten Toren"", ""pluralcount"": ""Other""}]}",mar,4,AuswärtsTeam - Halbzeit mit den meisten Toren
daznbetde,FBL,de,PERIOD-T2E-FLGM-PERIOD,"{""langdescription"": [{""desc"": ""Halbzeit mit den meisten Toren"", ""pluralcount"": ""One""}, {""desc"": ""Halbzeit mit den meisten Toren"", ""pluralcount"": ""Few""}, {""desc"": ""Halbzeit mit den meisten Toren"", ""pluralcount"": ""Many""}, {""desc"": ""Halbzeit mit den meisten Toren"", ""pluralcount"": ""Other""}]}",mar,4,Halbzeit mit den meisten Toren
daznbetde,FBL,de,TOTALS-B-2-1HLF-CORNER,"{""langdescription"": [{""desc"": ""$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$
daznbetde,FBL,de,TOTALS-B-2-FLGM-CORNER,"{""langdescription"": [{""desc"": ""$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - AuswärtsTeam genaue Toranzahl $scoretype$ $variant$
daznbetde,FBL,de,TOTALS-B-M-1-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ HeimTeam Torspanne"", ""pluralcount"": ""One""}, {""desc"": ""$period$ HeimTeam Torspanne"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ HeimTeam Torspanne"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ HeimTeam Torspanne"", ""pluralcount"": ""Other""}]}",mar,4,$period$ HeimTeam Torspanne
daznbetde,FBL,de,TOTALS-B-M-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Torspanne"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Torspanne"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Torspanne"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Torspanne"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Torspanne
daznbetde,FBL,de,TOTALS-B-M-2-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ AuswärtsTeam Torspanne"", ""pluralcount"": ""One""}, {""desc"": ""$period$ AuswärtsTeam Torspanne"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ AuswärtsTeam Torspanne"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ AuswärtsTeam Torspanne"", ""pluralcount"": ""Other""}]}",mar,4,$period$ AuswärtsTeam Torspanne
daznbetde,FBL,de,TOTALS-B-M-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Torspanne"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Torspanne"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Torspanne"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Torspanne"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Torspanne
daznbetde,FBL,de,TOTALS-B-M-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Torspanne"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Torspanne"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Torspanne"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Torspanne"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Torspanne
daznbetde,FBL,de,TOTALS-OU-1-1HLF-CARD,"{""langdescription"": [{""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,($period$) - HeimTeam Über/Unter $scoretype$
daznbetde,FBL,de,TOTALS-OU-1-2HLF-GL,"{""langdescription"": [{""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,($period$) - HeimTeam Über/Unter $scoretype$
daznbetde,FBL,de,TOTALS-OU-1-CUSTOM-CORNER,"{""langdescription"": [{""desc"": ""($fromminute$-$tominute$ Minute) HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""($fromminute$-$tominute$ Minute) HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""($fromminute$-$tominute$ Minute) HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""($fromminute$-$tominute$ Minute) HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,($fromminute$-$tominute$ Minute) HeimTeam Über/Unter $scoretype$
daznbetde,FBL,de,TOTALS-OU-1-CUSTOMINTERVAL,"{""langdescription"": [{""desc"": ""(After $tominute$ Minutes) Über/Unter $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""(After $tominute$ Minutes) Über/Unter $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""(After $tominute$ Minutes) Über/Unter $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""(After $tominute$ Minutes) Über/Unter $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,($period$) - Über/Unter $scoretype$
daznbetde,FBL,de,TOTALS-OU-1-FLGM-CARD,"{""langdescription"": [{""desc"": ""HeimTeam Über/Unter $line$ $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""HeimTeam Über/Unter $line$ $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""HeimTeam Über/Unter $line$ $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""HeimTeam Über/Unter $line$ $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,HeimTeam Über/Unter $line$ $scoretype$
daznbetde,FBL,de,TOTALS-OU-1-FLGMOT,"{""langdescription"": [{""desc"": ""HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,HeimTeam Über/Unter $scoretype$ 
daznbetde,FBL,de,TOTALS-OU-1HLF-CORNER,"{""langdescription"": [{""desc"": ""($period$) - Über/Unter $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""($period$) - Über/Unter $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""($period$) - Über/Unter $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""($period$) - Über/Unter $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,($period$) - Über/Unter $scoretype$
daznbetde,FBL,de,TOTALS-OU-1-OT,"{""langdescription"": [{""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""($period$) - HeimTeam Über/Unter $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,($period$) - HeimTeam Über/Unter $scoretype$
daznbetde,FBL,de,TOTALS-OU-1OT-GL,"{""langdescription"": [{""desc"": ""($period$) - Über/Unter $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""($period$) - Über/Unter $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""($period$) - Über/Unter $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""($period$) - Über/Unter $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,($period$) - Über/Unter $scoretype$
